,@type,address,pub_key,account_number,sequence
1210,/cosmos.auth.v1beta1.BaseAccount,terra1lljycejrwrmdkg48s6qjpc0ngw8q3y3tyy9rrq,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+MBHXe0CkHaylB2ESMoSxCd0mDZGDTozL/eN1+XNmnG'}",1088859,3
1211,/cosmos.auth.v1beta1.BaseAccount,terra1llj9nmedxgtyvczmqwmr6g6r0ldlqlfhd0trjf,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A9RJvUS4pgyWT/MHYXglSw+yaVpy9zdmSOmDoyHWevyp'}",3344399,1
1212,/cosmos.auth.v1beta1.BaseAccount,terra1llj9cwu04fucwmuusphys5vmsrkj68vv2708mt,,1403329,0
1213,/cosmos.auth.v1beta1.BaseAccount,terra1llj9ufzpz2mgjxkan9ev86ryxveamt765rfe7x,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AtxmkpLHD96uZUjdYPTxoPVUM9crgVZMGwrz73Te2g9W'}",2198510,1
1214,/cosmos.auth.v1beta1.BaseAccount,terra1llj9uar0u9vmhq5x9g9n0kjwj5lwj53xrxnyn4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AzTC2438APftNKDh1mt1SSOxBonwVl5PBhZhBlJsWgZP'}",2967640,8
1215,/cosmos.auth.v1beta1.BaseAccount,terra1lljxprnlsusms07nv80skp6tptqprawa7m26d5,,1635315,0
1216,/cosmos.auth.v1beta1.BaseAccount,terra1lljxpxl335n5yyayf06za8mmuq3ufd0s8luzgz,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Am9oOFNnWJVLmPTHcLA5++7RW87K/uo7NVSNFViUED1R'}",2204105,1
1217,/cosmos.auth.v1beta1.BaseAccount,terra1llj8jk2dktfezna03lgg95erd5yzxcfdexju9z,,780397,0
1218,/cosmos.auth.v1beta1.BaseAccount,terra1llj8kahqq2v5w2ycmvxzsmd7kpg4r78zmgt0sm,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2tqyL9BfBIM4jh8R0ooPSAKitp1BGUVaXtDMIxs+fLG'}",894301,1
1219,/cosmos.auth.v1beta1.BaseAccount,terra1lljgkalumewc4zqtxujevmfyefe6fvdlqx30q5,,1246430,0
1220,/cosmos.auth.v1beta1.BaseAccount,terra1lljgmvuuw99ww3dk8suls2878sluercf87vwhp,,1021900,0
1221,/cosmos.auth.v1beta1.BaseAccount,terra1lljgaq5vctv5ppwfltvdj2l853awz4mud2uxlv,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A/1AGbRmRC4PbxIPRVuLH8qcK9dE7pNVlUj+9uPDOiYO'}",1678469,10
1222,/cosmos.auth.v1beta1.BaseAccount,terra1llj2qs656fr74v3j6pm74wx60l6845m4jm2u2x,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ai2oFC6yl+Rz8Oqor8Lk0rqbxRbylI8Of1gOljKER/up'}",2039511,5
1223,/cosmos.auth.v1beta1.BaseAccount,terra1llj2ywle08fnkmvyqtlhxyjf7wvq85989f5vk4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AlmQMfbAfOExB/Ml2Ui4hVvtmXZ00ni2+ddkque6bX/8'}",1033771,41
1224,/cosmos.auth.v1beta1.BaseAccount,terra1llj2uz2fafsd480ttzlldh29kfw5xaxn7ghjjj,,1927370,0
1225,/cosmos.auth.v1beta1.BaseAccount,terra1lljtpxxf8zn8us88ntzns0z8nh4qkjykk3l9ut,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ajf3BGj4p2OWcwaG6AmK7c2QK+ustQlj6sHUyAbZ+AXU'}",3318820,5
1226,/cosmos.auth.v1beta1.BaseAccount,terra1lljt59drd6ft020dxlp3yffqkvdvlq5hk2d5mc,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A20FuKJu40CCYj1I4hgnxnJN/ALGtlamozcs6ZJ6MYKE'}",2792560,3
1227,/cosmos.auth.v1beta1.BaseAccount,terra1lljvdct6f0s8ajtm5hfmcylu5xu0z764drm753,,1498175,0
1228,/cosmos.auth.v1beta1.BaseAccount,terra1lljdp4kq7rudmfqth650ta8jujhmv2naprczlp,,780398,0
1229,/cosmos.auth.v1beta1.BaseAccount,terra1lljd7ksxp6s53lp8ru7zq4vws2myqs4lq7zawf,,2107458,0
1230,/cosmos.auth.v1beta1.BaseAccount,terra1lljwr8guscp8nnep0c4uxcclyyq07yvs0lkluh,,780399,0
1231,/cosmos.auth.v1beta1.BaseAccount,terra1lljwrv4stjaqyafyjuz54fldd4m5z6g83ajk7e,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AiKtCF8uAUrckGhQ+I7ZF/K9zRbILzOwjEm8I7P+rHqP'}",2601696,5
1232,/cosmos.auth.v1beta1.BaseAccount,terra1lljw9qn40hls9j3ttgwvyd2j2sne0zth07ttnw,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Asq8Cuaycf1hm1kR48jdkaCrlByxLTp7dCp8Xjo/WnX6'}",3108923,4
1233,/cosmos.auth.v1beta1.BaseAccount,terra1lljw0kfgeand0wupuy9t5v85tna2h0h7396lwt,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+2i/72aNECnWt3zOPmcJLAIqGYa0qppQCGZeqTIVs2v'}",1157930,1
1234,/cosmos.auth.v1beta1.BaseAccount,terra1lljwsjrcy9v0n4pes9y0eg3vlkz62zg2rhs597,,3239055,0
1235,/cosmos.auth.v1beta1.BaseAccount,terra1lljwsjdppnxndzteykjq4w62eh4zfvr9kxmseu,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'An8o6mDpSXAFKZjPkNlNhuS1zCtDLFKKZveSuDTLUnBy'}",780400,2
1236,/cosmos.auth.v1beta1.BaseAccount,terra1lljwlfq72hhf6f27m4vsn2mgjm7um2nc0hstnw,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A4y0Yhk6s3FB9G5abQl8xBTJcUNcZGk+fJ/5ywfzaoj8'}",2738819,1
1237,/cosmos.auth.v1beta1.BaseAccount,terra1llj09k5906gv6pxyl30rlen4rk0hx7gdxj2csn,,1134601,0
1238,/cosmos.auth.v1beta1.BaseAccount,terra1llj0v5lj8qsamwk0rth00yn9krtdra6gsu34kl,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AqiK6rjxgj7kV39NpWm0K5kkIj5dyUnZ0DAvoDWZaAPW'}",2357991,1
1239,/cosmos.auth.v1beta1.BaseAccount,terra1lljsgrrfgyhgdzqq87xvkvan4y8af7jhm7rkt7,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1fs9O6S6g41Qxl5jCu2/c01czbJDATcnlNMDWYp4rOs'}",879126,28
1240,/cosmos.auth.v1beta1.BaseAccount,terra1lljsga2e5chg7l2jvs9g3glt9kyegqlph38skn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A4rMA1PxUX9MnwijwLUzuYTgjkcy8ZcrRwRaLMSv9qwL'}",780401,16
1241,/cosmos.auth.v1beta1.BaseAccount,terra1lljswpqz6keh5ltfnakfg4cwkt62k2yxy59v9j,,1813713,0
1242,/cosmos.auth.v1beta1.BaseAccount,terra1lljsnxsv78j8v6lz9u38nw6qcr59ynlkdt5fz6,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AsJoQ3bhXneCZfZdhDcX8RzI5w0RHntE8rlYsu3DW5ks'}",2808349,2
1243,/cosmos.auth.v1beta1.BaseAccount,terra1lljs7l26g59am7wrpc6f4pws8p5a8mgr7jejca,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AnyjUJI03asDCum5oaewGC18nQ5zF03kudhOlOyOUTwy'}",1060889,5
1244,/cosmos.auth.v1beta1.BaseAccount,terra1llj34307yyp4g9s8fu73ds3xjxadmuvczn9g65,,780402,0
1245,/cosmos.auth.v1beta1.BaseAccount,terra1lljjz2k6fv99z633jsg7aw8rs2gy7u7cze360u,,1093287,0
1246,/cosmos.auth.v1beta1.BaseAccount,terra1lljjwgvq772hrshzm5cx5mxyfgr6w30n2kjlgu,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AwCvmjUv8Q84Iz6osEKbkuvRwuibHgWPA3qPZFMCdz8J'}",780403,38
1247,/cosmos.auth.v1beta1.BaseAccount,terra1lljjhga4ufgg6r6gmpka9vjnxcywz0czz3msv7,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A7M3yQPie01/Etvf3kK98vzbJ9yrh/2M2QHtVTdXE2Z+'}",1669319,11
1248,/cosmos.auth.v1beta1.BaseAccount,terra1lljnzc62rynezd56htghglzuhvg6gtk7qyu04v,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2yb1efqiFs+iMqRTACZHWBswtiD35d7XxCYYxSChXEG'}",2947882,15
1249,/cosmos.auth.v1beta1.BaseAccount,terra1lljnr986hdanexesqzj9u4we8mz2qauaw74hv4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ank+FMLRSut2bfBdFn1kKYa1+kYPrIu2DA/pNwI+UGrX'}",2985036,2
1250,/cosmos.auth.v1beta1.BaseAccount,terra1lljnflhn67lru8r4heyvesn9q8r7s4twvp3t2y,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A/ptWQKxotReyhcHHCCunnD9c/eq+ANm+09FnTMqNVXB'}",3164544,29
1251,/cosmos.auth.v1beta1.BaseAccount,terra1lljn4u9rdxuvq6gecks54nwz9l0kuq8489wvwc,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AlViNVn1Ig8jCrv7WKML/+5dcj+jtV9mNawryiQSLtqN'}",1607583,10
1252,/cosmos.auth.v1beta1.BaseAccount,terra1lljnea0lqkjkpax0n3hksslfhjvlqrrrzuxyjw,,3461234,0
1253,/cosmos.auth.v1beta1.BaseAccount,terra1lljnmh430nx3unvcydrywpla3atp0sdu8z79f0,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AgztDlXt/AiEyPr0BxVrfThs0UzWFUF87biXnpjN2r2a'}",3389961,2
1254,/cosmos.auth.v1beta1.BaseAccount,terra1llj5pkhws3z72us45zdyt75q34ppjur56q80z4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'At/qwsS+lFES0/hN/f33yuuXGvHmbYENhfqwiks4dUuz'}",2461484,13
1255,/cosmos.auth.v1beta1.BaseAccount,terra1llj403qu7rzvrdn34txxeppezh76dwqlrg9gj4,,1145232,0
1256,/cosmos.auth.v1beta1.BaseAccount,terra1llj44hyjy90xmgzs7alrchzkhzphrmnkytu6xp,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'ApLdKSNxepPznH6eypq3Sz8TpV7MMqdh9r3wvLK+4yFY'}",2559685,2
1257,/cosmos.auth.v1beta1.BaseAccount,terra1llj4m6duhstgaljpfqg5ycu7p7pavlzs6uka6k,,1873567,0
1258,/cosmos.auth.v1beta1.BaseAccount,terra1llj4asqktn5tkhylw4fjmn364q9veuz2w6fk9l,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AqdjgAePaAFOTtpUHqE53oa7aNUtX7LKU9ipEql1JHYg'}",2296687,16
1259,/cosmos.auth.v1beta1.BaseAccount,terra1lljkqc2746tmxypqx2g30x9jfvsx0q6y746kr9,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1bGaiw0lPc/rdicKWiO/4sKQ+69YcmZTBpPF1D2dKEJ'}",780404,14
1260,/cosmos.auth.v1beta1.BaseAccount,terra1lljkylqtgp2unc723edqfljkmkn9tmtkzex8p8,,1913624,0
1261,/cosmos.auth.v1beta1.BaseAccount,terra1lljh825ugmuhcxtuhpsmkaaq4dq49mv3ntfqsn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AvHWj1WqDMrAdW6E+W8VZ+KwKKBrlbhUatTaA2qHT5nG'}",2867524,70
1262,/cosmos.auth.v1beta1.BaseAccount,terra1lljh2uldyln3vsrm7rj8n9zsx7gwnsx8ekhzv9,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AuZkDiuBEM73KCwi9Vpywigi9554ObMa1F0O4XKG55gn'}",2422584,3
1263,/cosmos.auth.v1beta1.BaseAccount,terra1lljhmr9wy2kss6hkcwtfs4xgkp0xlkd0tf52g9,,1064710,0
1264,/cosmos.auth.v1beta1.BaseAccount,terra1lljc8m9l6wsta9e6p5e54ud8qaujssdswd7kax,,1499611,0
1265,/cosmos.auth.v1beta1.BaseAccount,terra1lljcvfklyqc2xg5krkvx3tuzpafreae6ejcamm,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AvoHWdRH3QiSQ5Cn2Fxrh/tkD3ymAg/jUDW52PcXGDdD'}",2138594,4
1266,/cosmos.auth.v1beta1.BaseAccount,terra1lljcl97vzf9uu9lxj9tae2me44qyvglqdlersw,,780405,0
1267,/cosmos.auth.v1beta1.BaseAccount,terra1lljey5vd5p7lgg4tk4r6lxq98qkhqdvqprp5y0,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AnXT9DI6qqxTC5vdEZZb7WPH1Jq9dZ5jBsCufahCG35a'}",2999358,2
1268,/cosmos.auth.v1beta1.BaseAccount,terra1llje27kx2ypytzvgjn9c48h8zurxfftdtesx92,,1684530,0
1269,/cosmos.auth.v1beta1.BaseAccount,terra1lljej2flnj67s88lv8dmcll6ep0q364uanc5ud,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'ApSgPKG/VEOVaHSj90qRN8JRJ1S0HZta22EPhtoc8sti'}",3006968,3
1270,/cosmos.auth.v1beta1.BaseAccount,terra1lljeh56z2scvkq7cj2ea72r84zyjeqjrfmvsku,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A931dn0qI04+szRUyJHTsg47XO9CE1cIwP4x912gP+ai'}",3206379,4
1271,/cosmos.auth.v1beta1.BaseAccount,terra1lljecwz8765j7ekx88prqm6nv0lvkvsmgzgtz5,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5ATN7cxOLu1UVep+z+s9i+DAqqlveCbMEAP43PELcDW'}",2959991,119
1272,/cosmos.auth.v1beta1.BaseAccount,terra1llj62v477xkjd895tf6a0uq33zyrd953ajx2e0,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'App/fMKNCkXJIKOcTHePBF1uhBILKvZqOu3uevI6HG5Y'}",2326382,1
1273,/cosmos.auth.v1beta1.BaseAccount,terra1llj6dj0dqcpr3khwnas78mqcjm8u2hvqw0v40w,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A4ec/gLbhfOxOFkxLTDWd2bolY1Ohn2K9NSk+5hI/mQ3'}",3421395,1
1274,/cosmos.auth.v1beta1.BaseAccount,terra1llj66dyvka2px8yqf8lxpx7jwupd259rkjaddc,,780406,0
1275,/cosmos.auth.v1beta1.BaseAccount,terra1llj67ps58kzv3l60wj0ry4p9aa7w5ezv7kupz5,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AulCIyIwIg0rgkAviV7dHUxnovBnBT16xti0n4NNtgiZ'}",1416050,1
1276,/cosmos.auth.v1beta1.BaseAccount,terra1lljmy3nwlscxdy46gln4e9hq074u5dhfxf9euv,,780407,0
1277,/cosmos.auth.v1beta1.BaseAccount,terra1lljm0nxyp3yqguapqfp0wplh7nm2dqp64vm5qa,,1760759,0
1278,/cosmos.auth.v1beta1.BaseAccount,terra1lljmm2j8hrexud6pwtdc3upnr7266wsw582nr9,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AmvaixzzT9NsBB+jOINPKxokHPS2Z//JF3NNNAGcqJDs'}",1037196,2
1279,/cosmos.auth.v1beta1.BaseAccount,terra1lljug2hhmkvjvv0ha8zqf2z0jaxf35d9aay7jf,,1388295,0
1280,/cosmos.auth.v1beta1.BaseAccount,terra1llju50z0s4vx9qz7smvczt5atcappk44hsvqe4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A40cfayDp5yu1yvuq8umuiiEl/tKNWnMpKUTBkKfxeNG'}",3382394,21
1281,/cosmos.auth.v1beta1.BaseAccount,terra1lljumhpgg540ww2p2tl8kjuw8cp8y7hdwynag4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'ApIXj+iDUNvXEbJYV4cOb3gOI8TM94xgcM2ZzsLhdfoC'}",1418731,3
1282,/cosmos.auth.v1beta1.BaseAccount,terra1lljula7y7sm67hw94wmzvzh5eqxyjj90na6fpa,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1Xo+v32QDcli/8Eyw/oaZWcaaRCgQqANuSpyDPpC1np'}",3421557,1
1283,/cosmos.auth.v1beta1.BaseAccount,terra1lljat22d3rjh6sh9yel6cextd0em0whd6dyf47,,780408,0
1284,/cosmos.auth.v1beta1.BaseAccount,terra1lljacyamdqpdnw6ggmwxfz6zxps0rc9dk6yutp,,1404720,0
1285,/cosmos.auth.v1beta1.BaseAccount,terra1lljau4f0jnw4skhh8nu0mpwja6pmzfsm8rud9e,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A/dGSm8YUVk32GI36e8h7v/16pvBenMrF63elFbEexFY'}",2056458,3
1286,/cosmos.auth.v1beta1.BaseAccount,terra1lljlwskunhq339hjv59lv4f33kqq8phcrxuftz,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A/IiPO4amXnO2yJKLRUMrSsJNEupLUE7U6v9TKpFf1MT'}",780986,3
1287,/cosmos.auth.v1beta1.BaseAccount,terra1llnqveuyhrewdlmzc07g0u8x2hdk272v6ut4w3,,1529670,0
1288,/cosmos.auth.v1beta1.BaseAccount,terra1llnqspzmj3hvaj2j5t45qszcvm6f74a45ngwq5,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Amek+RXqbHoeB5NLk5qrAzNBH7wRc+RASq+PaPtIWLIx'}",2535996,14
1289,/cosmos.auth.v1beta1.BaseAccount,terra1llnqsutya70r9dlk6c2kzl800wzlxv5e8zsltw,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5Hb0M494CuB5rQkdsMxN9AoBYlmHkPsRis2LRyi25qq'}",3374007,6
1290,/cosmos.auth.v1beta1.BaseAccount,terra1llnppdrpnr59c37junay9k3x7rss4r9qacglya,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AntpqhG+X4W5n7qGF16DrmxUPOLt1sujjumRQfo/ELoM'}",2843178,202
1291,/cosmos.auth.v1beta1.BaseAccount,terra1llnpejslnmw2z6stt6mcpswf0x90dvjqphhmh0,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A53agcl3TwuN76eB4sVysz7eTJsCz2DbUbHAMzdxcun8'}",1648988,1
1292,/cosmos.auth.v1beta1.BaseAccount,terra1llnrw93u5pz4d9ahy64nkzwkmj0vfet3ycr3vt,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A7G5T5Q0KzgKUoti3KKzT8gCs21CRHTekeFUn/aFvHgt'}",780409,1
1293,/cosmos.auth.v1beta1.BaseAccount,terra1llnrnnkhq7c4q5qdkyl8ca2hlmpg45f63q6s8l,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A3jII5iDwl8KvRyZpOkCeif7xbFOpn3OYJBWdpQNIhN5'}",780410,4
1294,/cosmos.auth.v1beta1.BaseAccount,terra1llnr5slk4p53szxpjrzzp9epuwedxwnxqwf47j,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ap6etVfkRH9xbFmaRq2MZrKBrb7WH1EZlxoFOOlVCLJc'}",2264195,5
1295,/cosmos.auth.v1beta1.BaseAccount,terra1llnrcc98hkf9q0n5c55zjeppuuf684eq23q9cu,,780411,0
1296,/cosmos.auth.v1beta1.BaseAccount,terra1llnr6hh3yn0hc95e4dlc3s27yg7au3ssve9cqx,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5JNKesdDr5B1s5KT9RI6yTqQ+p03pO9aqpOY671dZOP'}",2480981,1
1297,/cosmos.auth.v1beta1.BaseAccount,terra1llnrm3cvthusnsueew2ukqrdze7l8k39d7d0cn,,1438151,0
1298,/cosmos.auth.v1beta1.BaseAccount,terra1llnyryqz39xsnsv5jp3xfv4wr8vtnjsrv2lm4h,,780412,0
1299,/cosmos.auth.v1beta1.BaseAccount,terra1llnyd7en5fd7ja93utlepwudhlrdmwzguflq6p,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2SP59AJ1XAFALo4G7lPRK9mNm+38C4c5z6HKaZbqWxt'}",2170438,53
1300,/cosmos.auth.v1beta1.BaseAccount,terra1lln980uca7wnuwcej36dt9q6mpjhy0vquu5sny,,1688274,0
1301,/cosmos.auth.v1beta1.BaseAccount,terra1lln9c775ag4pdr3sxqe62k2j53433shv0fxt0p,,780413,0
1302,/cosmos.auth.v1beta1.BaseAccount,terra1lln9ehnn3kycn6vcj63ddnv44lsll05xcjmzzf,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2Gclgg7cnFP8gWOmKcnz4l8Pd1aZiM/lwafIzE6Zlk+'}",780414,1
1303,/cosmos.auth.v1beta1.BaseAccount,terra1lln9aluyd66l8q23sucppvpaqtwjsvqpa0xesp,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AuGRmz2JXIF3YMyZ7tSNLdB7j7HhJVhksq4hIE9bP+Pi'}",780415,18
1304,/cosmos.auth.v1beta1.BaseAccount,terra1lln9lzqw3f52sv68afwu0t29004y43jskvsgqp,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A8YFfQ1GpKwPzJ0r5PqdXVC6QG23q6wCWdQtp+DQ1TvD'}",1049650,1
1305,/cosmos.auth.v1beta1.BaseAccount,terra1llnx8gy2ekykw6ramz0l90a8x5k96hnhtqnchr,,780416,0
1306,/cosmos.auth.v1beta1.BaseAccount,terra1llnxg5wvxz2dx66x87uq4ct4kf22sxuumf00zf,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AgShcf51eyuoKiXptP6UP1lkhpVzdeKs4jKDs9kTFhV4'}",3184600,156
1307,/cosmos.auth.v1beta1.BaseAccount,terra1llnxu7ywl8dwfzlsxktnn9h894fv4zjyfsmj49,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AyMq7x/zFw4IBh/c1RcQ3Dzhz7AYqBXCpXi/TwPoLS4B'}",1733789,1
1308,/cosmos.auth.v1beta1.BaseAccount,terra1lln8z673qxzka5luu749h8e2sjhcjz28dm07r3,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A/eQjZ5SE1gxXY6+EwGSSj2/TCDWAJ+JrorGdO5/6ykE'}",2728402,3
1309,/cosmos.auth.v1beta1.BaseAccount,terra1lln80eaasjz9f4g8emd7d0y0x0wd2s7tuj8r5j,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2YMfM1h9hLFwKkpxVe/hQ/Gu1Bjck0InMWY/NeiiUSM'}",2140156,3
1310,/cosmos.auth.v1beta1.BaseAccount,terra1llngvlfr8aqspvx34g9zzc248ltw6vxs2nf80a,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Av9+wDDI04mpCsrNYyjNGVpCIm78bW5zFiR5gEC7Xs0M'}",2167815,8
1311,/cosmos.auth.v1beta1.BaseAccount,terra1llngnv7vq2wew6e5whaykmum0t547akrtwn4ct,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A0mrdVGGRog7CXwhOa1qdJXwfDoAfAfb2+p8Urx8WE6n'}",3262638,1
1312,/cosmos.auth.v1beta1.BaseAccount,terra1llng5hv495sgvpjphp4yzc7nqj6eaftdcnltt0,,807155,0
1313,/cosmos.auth.v1beta1.BaseAccount,terra1llngmv9ssh8zc0twadvh09s2jzqxazn08unnqp,,951614,0
1314,/cosmos.auth.v1beta1.BaseAccount,terra1llnglx3g7hwupw7n5mfzzkrf079zuneujrnjjg,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A4DCtZmgQsslVh0H5XY/ISbCtwX5PGqxm8trGz6vHPpM'}",780417,4
1315,/cosmos.auth.v1beta1.BaseAccount,terra1llnfgkzluam95n7kphr4af9g4jmtg7plls39ka,,852567,0
1316,/cosmos.auth.v1beta1.BaseAccount,terra1llnfv0y8jnkt2xpn3dv3cpvg7dz6f8jc9l5cdn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A66WMxzhLX/A21IBnRWn5dGtFKG7CrHqkkPRt6RlENSU'}",780418,2
1317,/cosmos.auth.v1beta1.BaseAccount,terra1llnfwszcl7djq8zu9pq8vg057ugsq4ph3txrl9,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A9HVrjzoE8h09lnVafENmA73N9fEi+SNhQXwFddTkc9R'}",2144584,1
1318,/cosmos.auth.v1beta1.BaseAccount,terra1llnfem2fhgt4zp4qssjml8w25v6jpfx80hl38h,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A0/0BikW2RD2vSjaXJIoEHNKuhjpUl0Ww2vhJoWpWrXL'}",2948882,31
1319,/cosmos.auth.v1beta1.BaseAccount,terra1lln20tpf0hwa78zpjkc8rd0q8wxddzpmshv8qh,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5yZKpCFfc9HRHTS24XPoBjBCuVLghMR5drLnszlw3/D'}",780419,2
1320,/cosmos.auth.v1beta1.BaseAccount,terra1lln2546g9aaw67zjwak6xnvqj0ezjcl9hks39v,,780420,0
1321,/cosmos.auth.v1beta1.BaseAccount,terra1lln2u09m0hyfz0y66aerrqe00eufwuq4zp6sac,,1575053,0
1322,/cosmos.auth.v1beta1.BaseAccount,terra1lln2lp6mlzj0przaj9zc8n3r5rw4ee0f8qqe3f,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AgaqKC+L3MtLwsGZGTmkR7j/cNRJric7LD0A07AE6q3k'}",2663436,6
1323,/cosmos.auth.v1beta1.BaseAccount,terra1llntuansfxw7cn3ud0czph6qja29uult2huw26,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+OOLSlRSC0t7b1mECwhBkVajezudmAKEdkob6OU7f1r'}",3057857,9
1324,/cosmos.auth.v1beta1.BaseAccount,terra1llntlyv5fsnrjtdzdxh3a5vkpwsnzvyvfappfj,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ahm5o2qEnDgJHgz886imkmw4YhGnuYbALiAzeoFzTxta'}",2979129,8
1325,/cosmos.auth.v1beta1.BaseAccount,terra1llnv93zt5ts4ug4htxuelt770wuw0lz7rnhv5x,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A9IjcREepZnaErKbnjZsRQaitmFJjeIG+lD8JhBe2ZT0'}",780421,350
1326,/cosmos.auth.v1beta1.BaseAccount,terra1llnv3y2c924g8kuqnffcgwpv2fh2vh45z9t7cl,,780422,0
1327,/cosmos.auth.v1beta1.BaseAccount,terra1llnvje3sr5d6s0f9dmxagkd0tscy9952q97grd,,875334,0
1328,/cosmos.auth.v1beta1.BaseAccount,terra1llnv6jnms2clfkehq3f45eqrfvx338w5a5eftz,,1811034,0
1329,/cosmos.auth.v1beta1.BaseAccount,terra1llndqjr705a2lch7dyadamrcdnfgu08w82td7j,,1726860,0
1330,/cosmos.auth.v1beta1.BaseAccount,terra1llndyw0u3r6uwu6wp8l573gt8ww5mvm4fswmw4,,1126270,0
