,@type,address,pub_key,account_number,sequence
0,/cosmos.auth.v1beta1.BaseAccount,terra1ll8qpam3k7gh6wlehmeuac39x8qpyhfscrem9q,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ai5aw0f6Idm+8j149MM+vLxqLdRvy90fnbSgWqJ9NRq3'}",2172091,4
1,/cosmos.auth.v1beta1.BaseAccount,terra1ll8qplajtx2j6d93cf763f2jazwcqjhh7mpdxw,,1091601,0
2,/cosmos.auth.v1beta1.BaseAccount,terra1ll8p8k2wus87w2e3wmw8h55ev34wx4qdaklrke,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2CbQSOf+6lIsHNAiyXzfd7RVuWio1lKTh8o4FAYN0WM'}",780139,2
3,/cosmos.auth.v1beta1.BaseAccount,terra1ll8ptpd58tlva434jtyq2zhhgfu5g598ccdkda,,2640295,0
4,/cosmos.auth.v1beta1.BaseAccount,terra1ll8pjc9fpq24uftk4ta4kjdn68exp403mw5e08,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+wjxOjp5JslSYxFA+FZwqI3MsGwPjuJKwfUxvsiCUND'}",780140,8
5,/cosmos.auth.v1beta1.BaseAccount,terra1ll8zqr7f2p87yqagf27hdgx798rtq34weu8yrm,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AjlJHfrHBTXhWAkIOCnCwvqE3uwNoyttQonHiuvIMpFh'}",3090056,1
6,/cosmos.auth.v1beta1.BaseAccount,terra1ll8zy5ls934dvw96aryh8v44xvt4kspyhakcca,,1967883,0
7,/cosmos.auth.v1beta1.BaseAccount,terra1ll8z6qz6efchxrgpsde5pq87smhtvpv689qapc,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+e3fRS74BaUZMRNn+NPO1sP98OH4VJhXBIa0+MsDPOF'}",1062741,2
8,/cosmos.auth.v1beta1.BaseAccount,terra1ll8rzr8dw7kl6g4pdvf7qpc3xzwtvx65rwkfc7,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2L0GdaX4SJgQuiQIBPSol56L8p2cjHwD+FknkPU10Qw'}",2256199,2
9,/cosmos.auth.v1beta1.BaseAccount,terra1ll8rs2v648zjtrarmsg4ukjhwf4pgnu5j7h83t,,780141,0
10,/cosmos.auth.v1beta1.BaseAccount,terra1ll8r4rymntwaxsha5agg408765pkhm5vk6532g,,780142,0
11,/cosmos.auth.v1beta1.BaseAccount,terra1ll8rm55vf0hqva0zwet0nw8fcq49exwp07r2my,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5VN+bkqfe/3YCy2JdhEE3/8gLH6qqF3kJDNtSxLAKbB'}",1641331,32
12,/cosmos.auth.v1beta1.BaseAccount,terra1ll8yph9cxk4drx6tl3mgmdr55atxspyvyym4t3,,780143,0
13,/cosmos.auth.v1beta1.BaseAccount,terra1ll89yxg0h2gqq9am2njqhvsgte927up0v37rtv,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A3pWopXzCb4C+ioSP4HIktW4xNDmLzPiT18wi4e8XQ40'}",2176128,1
14,/cosmos.auth.v1beta1.BaseAccount,terra1ll892m2vdlfxce4sqxat7utdwh9g4rlxf7gczm,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AxvJFKFhR6zoNQuEd3SB1n0iPkoV4ZpDj9ZcOfxEpOKV'}",3217505,9
15,/cosmos.auth.v1beta1.BaseAccount,terra1ll893lyynuzluyzev5n2ueznxduakk4ezpnwgr,,999706,0
16,/cosmos.auth.v1beta1.BaseAccount,terra1ll895dx5d0rwqqzuyhpxzcjcaxdrhy2gtsfymc,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AjknlNZ+e32WWuzffO8JGUoJhiwK/ccvkC++8gGn4e6t'}",2647098,136
17,/cosmos.auth.v1beta1.BaseAccount,terra1ll89hnyrzm3xkcp4lkla4js58hr0jwqnegnjnj,,2026498,0
18,/cosmos.auth.v1beta1.BaseAccount,terra1ll896my3swkulhf2zhr3lzu2v7rmh5z8vqsa0h,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Aq+ZmogUKU2ql3syqgOQv2JOSb5qv9UQl9Alz0azyOkp'}",1628047,4
19,/cosmos.auth.v1beta1.BaseAccount,terra1ll896mjc2v58qglwk25d2wtaj2ps93ym3dumda,,1337526,0
20,/cosmos.auth.v1beta1.BaseAccount,terra1ll897r43yt26jwms0thzkmqy9xm9w4qafce862,,780144,0
21,/cosmos.auth.v1beta1.BaseAccount,terra1ll8xrk9ymr6a9ygvfpp97xxu9a3709yyu6ap42,,780145,0
22,/cosmos.auth.v1beta1.BaseAccount,terra1ll8x9ndwg2drx8xua86qgeg24k8w0ur3zhluqe,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'ApPIYJ5VKbcIh3/hbYCGMDlANA/KrGn3Gyzx/aRJUb2f'}",3343822,2
23,/cosmos.auth.v1beta1.BaseAccount,terra1ll8x3ssylu3dfpckkl6mmajeucjlyrjdpg4r5v,,1334514,0
24,/cosmos.auth.v1beta1.BaseAccount,terra1ll88quyp3zzdqndn3x88fhp0dxdhrz3ua6zu9n,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5LjwjUbQ+rkfiQFfTlguZTgixqTU4SEZoQrW9bvX9Tw'}",1851427,415
25,/cosmos.auth.v1beta1.BaseAccount,terra1ll889xrtpg4yrms8m4gummchzx053nmzv3ehgf,,780146,0
26,/cosmos.auth.v1beta1.BaseAccount,terra1ll882ceg7pvlexrvvjjefeghvdu5hzarcculp4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AtMZnNNG/8ccpmFVwN1GmcX1Ap93Npgn1HMPmhrkQbsO'}",3215932,1
27,/cosmos.auth.v1beta1.BaseAccount,terra1ll88vngrxzpq8qxp4hfzdv8dfn4ufuvjv3r3yn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A27abtYq5+jd9C2bh9/1eF5VgiApHZ1WqeDD24gzbkP/'}",780147,25
28,/cosmos.auth.v1beta1.BaseAccount,terra1ll886q6dqv6ag6mk80wf4cwd30q0c96t9qzxkn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1pIMXWGfkGqNPZqcZOqu1DbxLWvor8iPkFj8ga7Vfvg'}",1054949,7
29,/cosmos.auth.v1beta1.BaseAccount,terra1ll8gvsj34kf0raadpxqc4mqgs0vnw773hwkwnx,,780148,0
30,/cosmos.auth.v1beta1.BaseAccount,terra1ll8guzpzud8ja02c3epe9lwwdhm4hqcsfmf8nk,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A5zWPSS6FjcJtsAYBzvaKMEE2bhXCmsFw3wEb6xhOK82'}",3076853,2
31,/cosmos.auth.v1beta1.BaseAccount,terra1ll8fw8usswjfhrev57ap488ghj3xzh2jqlnwdn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Amm1h88ez7/yPMrF16N2LAFfvW7OOVzllLUCp9GBAILW'}",1579529,1
32,/cosmos.auth.v1beta1.BaseAccount,terra1ll8f5x5ae8jl0qlulljta4mak0fcexqgvm9ncd,,780149,0
33,/cosmos.auth.v1beta1.BaseAccount,terra1ll8fu0m2uhs66y0ws9uucgu7dty6qdy4hpt0wy,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2Gk9VG0pwopjKTHIPl2SSXx1I5n7gG2PdssGbnbsiAI'}",1963994,2
34,/cosmos.auth.v1beta1.BaseAccount,terra1ll8fld90vhp2eucxef5ycyxv602j9qtppuz0q2,,780150,0
35,/cosmos.auth.v1beta1.BaseAccount,terra1ll82awh5n5xvs39k20ufsx3zuu0c50aklm8cy8,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AjbHZo7c+5GQTTbeL5AFxqG2hNrXcQTFT5+dY5FK4uGz'}",3460343,3
36,/cosmos.auth.v1beta1.BaseAccount,terra1ll8tqea5h8m6puem0r2jh0cphj9w3fh3wal354,,780151,0
37,/cosmos.auth.v1beta1.BaseAccount,terra1ll8t85smnkskvve9k3r96fn46w5a9vedcctuad,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AtCD1KFzWYA5561mMuwAO2w55k1U3DUPSNWDa0lpX40q'}",2101471,40
38,/cosmos.auth.v1beta1.BaseAccount,terra1ll8tdqqqh08ygzzye5wlymdsgn05cqskgtwxld,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Al0SrdpdadcWfmXo+aDJWiL6NyhowZFJ+vUf45Pe7xuK'}",2736712,1
39,/cosmos.auth.v1beta1.BaseAccount,terra1ll8tnm5v2ezhus95lle3u9remxjj9fn0rd5pwg,,2003326,0
40,/cosmos.auth.v1beta1.BaseAccount,terra1ll8t7mm9dq7m82eqlekv2r9anrnxsx26c4zvnp,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A3uHvz26RtoyNQvkujsFAJAAs7hO5L+2+DlbRUKabw37'}",2746711,1
41,/cosmos.auth.v1beta1.BaseAccount,terra1ll8vxxrgunkp8das4y0ns87pdudyx5y9t5gdmc,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AgaxA88QEn1RLA/URGc/u7xBgkQiY9lVqjfxrrMnzLMj'}",1101086,14
42,/cosmos.auth.v1beta1.BaseAccount,terra1ll8vw4rhfec33wljdu2uu6vkeux8fk20uw9kly,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Av9TAeFy/vQp08WnwRg+LbOcTLPaypCqDA8PHsZZtru3'}",2442898,403
43,/cosmos.auth.v1beta1.BaseAccount,terra1ll8vj5vw899afldgp9jslsa82gw48ha773q3sn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Av/G+H+9XnGGs8RX7skLbgzosfgSpNmXoDgMFg1DO0eg'}",2697514,616
44,/cosmos.auth.v1beta1.BaseAccount,terra1ll8vndkzjma9yaa3jkmzl8r0lypj8lfyrznjv4,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+sNcb2QbPJO196MlGRbsOh/0ypD1d+mzFmFlcQYYE5Z'}",2738432,40
45,/cosmos.auth.v1beta1.BaseAccount,terra1ll8dpzvfz0xsxajsz68dfvf2kwgqhcqq9dhqp7,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A8thiilPVnf9bTc6muMEl5VrRE9FFSwGvj+Mgr9pVd4l'}",780152,6
46,/cosmos.auth.v1beta1.BaseAccount,terra1ll8d7z2uhnplu3azpjzut328mghvk90n3774q0,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A74ZP3s1kOFcYGqWtZlpYtmbab8qVaUUmFw6N6PB5vOM'}",2790463,2
47,/cosmos.auth.v1beta1.BaseAccount,terra1ll8dl68dtwhwc8grmpa8ku4ws6vzzg83slyk7l,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Aw/BVQ7Ee2Bsr6RTxcqGHdQ/7QUqNuX0WdwDm8lcQXY9'}",925209,6
48,/cosmos.auth.v1beta1.BaseAccount,terra1ll8wzr6qhr8dxek6nuwkxc56xjwee7jvj2a5t6,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Al2trDmZ0EnAmRV44hBAC1Pl74l2oi5G44QKxPpW5uOC'}",780153,3
49,/cosmos.auth.v1beta1.BaseAccount,terra1ll8w3vfwul64uaww96mxuw2dcp3k2jffpvhgvm,,780154,0
50,/cosmos.auth.v1beta1.BaseAccount,terra1ll8w3n2wfcwj0khdmqdx2333zlty9nwffh0c3q,,1354230,0
51,/cosmos.auth.v1beta1.BaseAccount,terra1ll8w4jmstefzkjyl4suevx260mglf6llhsf9ua,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AlksqYxcikDrOhqnTZIXsxlcUx87KLH7pGiHG2/dTIr3'}",780155,1
52,/cosmos.auth.v1beta1.BaseAccount,terra1ll80pymjtqs95ytm2c43wt627jdwyv0xrsfzm6,,1165619,0
53,/cosmos.auth.v1beta1.BaseAccount,terra1ll80wsmc7v2hszgdv707u76lfdpm4gj75x9fg6,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ai2oacxSWyDaBpzhiFZ2MtqiPb2u0PBRFrOAj5Qay1DE'}",1801910,2
54,/cosmos.auth.v1beta1.BaseAccount,terra1ll80usfkkqhxql5y84hmrj2as5wm0chfxl4qqt,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AsfEkLUGyS276tQV3aZ2mR4zp2bEE+5v/AMeBTdzd8SE'}",3219728,4
55,/cosmos.auth.v1beta1.BaseAccount,terra1ll8smxuawy43wl7v8gk3xjecgn8zfsftgvm8cs,,792733,0
56,/cosmos.auth.v1beta1.BaseAccount,terra1ll8smwqwqaljqskdmdw3uywv2m7zcjczq722hg,,1484123,0
57,/cosmos.auth.v1beta1.BaseAccount,terra1ll83fxer32rtyycuen86tg4k8stkry8xj5e5d2,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AmHgGHf5BKQW5xPz0Gy/6/ZrpDNo+DNyHm2WehJPMEAm'}",2207384,1
58,/cosmos.auth.v1beta1.BaseAccount,terra1ll835k6zg64hwjums6flt475yr3qc5quaeh60f,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2YdcwE6vl4yY7qGqnGbatbQVbWAYXkZR6ves9L3FF36'}",2836597,13
59,/cosmos.auth.v1beta1.BaseAccount,terra1ll8jn9cetmv6h4gjvfc2kqgtqfa06dsxkm7k74,,1454614,0
60,/cosmos.auth.v1beta1.BaseAccount,terra1ll8jn7wre40tlwtyaf922s9ngeuhua7wrtsjwj,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AmhYv5oSua9AUHbv20plhWZlZg2sBpOYdOjVL6wuUi4p'}",2825391,18
61,/cosmos.auth.v1beta1.BaseAccount,terra1ll8jcmtz3dfg057njtkrty6vupfzj960zrzu76,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AuzD7QoPs2OuJ73ulWHX4QaUqgGBtdS0JmKXUHKZpty9'}",2205185,1
62,/cosmos.auth.v1beta1.BaseAccount,terra1ll8juarrdgwrnkpdxcr66cuhfz4jshvv39uvca,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AtaLnxj2UAijvzKaudsYZuC2mRuJDCBbO5PzRivUzUkF'}",2417724,20
63,/cosmos.auth.v1beta1.BaseAccount,terra1ll8nqet5s46rjfv65z2q79vrnzsk8hakkva59j,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Akbh6IIkWz21++tJmguXiYd+qYFhVoYv2Y5IpoaLgDVl'}",3499520,2
64,/cosmos.auth.v1beta1.BaseAccount,terra1ll8nr4zfxuc9v7dej68rkqhdl2k7w6qhevqyl8,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ar7nUB2iMu0zqDXriSOWP394quRHdbqu7UyJAf85ver8'}",3043763,4
65,/cosmos.auth.v1beta1.BaseAccount,terra1ll85qrgda56wzvstwjrfqxkjhg06ynjv28h2wd,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ar+mu7MQSsfWZj7maBM2fDopmfYi8YrOLSJc/rnJ8QNl'}",1235716,6
66,/cosmos.auth.v1beta1.BaseAccount,terra1ll85p033jmpp50sr2zqnt5m3thhs7vp4eef45a,,780156,0
67,/cosmos.auth.v1beta1.BaseAccount,terra1ll84zkqc7ctwh738mlm52uducyxk3u69qllprg,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AyNI+qOg8TcDRrvaLQH4mIIQb72UMFm4QCaZf4+ZKE4d'}",3272224,5
68,/cosmos.auth.v1beta1.BaseAccount,terra1ll84vm96lrfhsqacc35036nt6wv3vp0a7t84da,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AggpFU1Mn/wGGZjPfAGbPSaLsOVVnI2g0lDScPE8oZmN'}",3316524,8
69,/cosmos.auth.v1beta1.BaseAccount,terra1ll8k06fze4lhlpw6qv9vepx93k3wjn2nzpqeth,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A8ud1rLe2RiNfmrsbQnQx9UtMZdT2rdhWeZ0DrzIIgLZ'}",3400758,1
70,/cosmos.auth.v1beta1.BaseAccount,terra1ll8keff5mdhkhhaf3h69leltgcaf2gsf5j0eak,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AuDDPVy1r+5jodEtbexzFOT5a3i5sP87jlM17s90ol1k'}",2671755,234
71,/cosmos.auth.v1beta1.BaseAccount,terra1ll8kawx0wuxur5p0uxpxuf0xgtl2akku8y2t97,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AtId4pFVA4WO4jz5cnLH/Wg16eU60mVeJrhH8ZenRXs7'}",2109184,5
72,/cosmos.auth.v1beta1.BaseAccount,terra1ll8hqgrz9lgcns5pcxrwhvfflvgrwaqu3z0064,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ayy7SwnJSRaAefVLmHIR6FZxld6lYr+opy9E307xwv00'}",2187787,6
73,/cosmos.auth.v1beta1.BaseAccount,terra1ll8hfy2ayay6vfg4uez2zdl0dqd4pay2erscse,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ajj+DRoLwwYnbopBv1lBezc3VJCrSxQHr1LeTl7mjsbF'}",780157,5
74,/cosmos.auth.v1beta1.BaseAccount,terra1ll8h2aq9dzfeqtum4chryy0r6rfrl83fadeknk,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A8kn3LgwubwsnnhCBtt25cFwPtnTa4KFt2tWZv2eCCp4'}",850141,7
75,/cosmos.auth.v1beta1.BaseAccount,terra1ll8hj5tcmvzs4pevejlsr87klhlffnqr776a5t,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1R/yGmrPv1FMX9voWwd+O1jh+i2o04cPNAwFeT93Sbh'}",780158,5
76,/cosmos.auth.v1beta1.BaseAccount,terra1ll8hj6uj2sthwtyca4apkshg7ccsrahhthzrun,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AtiS6r5K2V6Lt940hSG7M0zXLR1Yb6jKCS212uxdikap'}",2490549,2
77,/cosmos.auth.v1beta1.BaseAccount,terra1ll8h4fmn5u564xwlactv432pxsk83yp0qcg9q2,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Ap1f8p1ODX4/mwj1vS37+9E8T88ONWcUgWJYfDlRHj7m'}",1047200,4
78,/cosmos.auth.v1beta1.BaseAccount,terra1ll8hh56rzxa8zzwt3wmvp67ze83yljvrjnv908,,1564645,0
79,/cosmos.auth.v1beta1.BaseAccount,terra1ll8h6l2r95fkdce0zvq4us93asw3r7eh44qzd6,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A4MhCremZsFazySRwAywneyXSGZ868Y6YbavCKANB9XW'}",3283500,3
80,/cosmos.auth.v1beta1.BaseAccount,terra1ll8crrav9vkrgtasds4m50w9tf645uepfhah4e,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AzGNiWU7T7TIr4mwJHDRs+DpDED9GJMJ+Yeihd+zTP5f'}",780159,19
81,/cosmos.auth.v1beta1.BaseAccount,terra1ll8ct575mneyvmgxaf2pa04xq9pq6texry66s9,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AjAfhW7Rb4j3CT6EaXfs0Dwu2VHBuuYdtvvB+8w7q1/D'}",780160,12
82,/cosmos.auth.v1beta1.BaseAccount,terra1ll8cn4hr32uhjufl5nvkr2el43me6hvqjfemqj,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AxxuqwqeYdy/Rq7oDgSZ5FT/KpdJuZF1F/atRe/EjiS5'}",2802867,1
83,/cosmos.auth.v1beta1.BaseAccount,terra1ll8cklnpncpc9dsnd9c2y2myj9dyhlsaa63tu8,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AzkIIgDMxlaQ5/suXqRSrg5+J359joxWElMWRkeBoLao'}",1398265,28
84,/cosmos.auth.v1beta1.BaseAccount,terra1ll8cuxklezfjehjta4j2ujatrt20nqqmkad9kj,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A0gTHtHFHOTkdymfgRtDmZFQM4mgoLACyainvPRpoZLj'}",2147264,1
85,/cosmos.auth.v1beta1.BaseAccount,terra1ll8enuh045v875u65atxk9j4y8nfhtltzhgxxy,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AguuZ/bzr4InRzg4QQ3SbcS0/0LQZ2vgHtsJY5FrJKsV'}",2211616,5
86,/cosmos.auth.v1beta1.BaseAccount,terra1ll8e6xlvuj7vvef6gq3phgc8quaqxp5fmj9075,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AxhRTXIGPOFxE1ye6NciQTISWvAETV1tX5rKNWevOfOU'}",3016848,79
87,/cosmos.auth.v1beta1.BaseAccount,terra1ll86xaw6r74kgk6djwuht0gaffjq880raktwwm,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A0kq6+ocLn2tyoV0vKqCZ86paEhEEu9o2Owbe1L1eS90'}",3126052,17
88,/cosmos.auth.v1beta1.BaseAccount,terra1ll8604hzz8ydz7h2p4w2008nhp7hetxfjfhhzs,,1164590,0
89,/cosmos.auth.v1beta1.BaseAccount,terra1ll863cqe7emvse3tywzr5yehazhzthj6jpcxvy,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A9gGQ69et1GISEQZ9IlfDTUq3qYqE5PFViPQKiLP35ub'}",780161,2
90,/cosmos.auth.v1beta1.BaseAccount,terra1ll8myctp60k33y0hwjkruuk0u6ptgsnd48x7n9,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A9ygn0NFTHIQLxX787Ux7xUwiWdBJR80cAZ6eWdckg4t'}",780162,1
91,/cosmos.auth.v1beta1.BaseAccount,terra1ll8m94jaj39rqhgl7h3uzgnlcjlupgsryy9pjy,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1gYnmCC2q0XEtsgwpEab6emXizExiQ1t7utc1eJp+UL'}",3151136,4
92,/cosmos.auth.v1beta1.BaseAccount,terra1ll8m89u00fe8w7lma05qh9ut82cj8scge80cy6,,1031284,0
93,/cosmos.auth.v1beta1.BaseAccount,terra1ll8mwxtk6tm483lvh2lzk9nqlq0rla4ayqdvhc,,780163,0
94,/cosmos.auth.v1beta1.BaseAccount,terra1ll8mwms72azy5kgvw09cy4u5lx5v8lqsvklfz8,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AwIYEXC24x8J/ZA4EgNUqaMwUnsVI2isG+yp4LXmUeWw'}",2679936,1
95,/cosmos.auth.v1beta1.BaseAccount,terra1ll8mm4kezuyhwy3vn4z5w6gfwf6h25kvrt6mzn,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Aykc8+CIQxsd3jqK67N4CcghAX+OihdH+XJ3wTY0OQoo'}",1858491,10
96,/cosmos.auth.v1beta1.BaseAccount,terra1ll8u2dlwylevpqey560f0q2h260shf5j8jungk,,1504207,0
97,/cosmos.auth.v1beta1.BaseAccount,terra1ll8uv3jvzpeg7vu2p7gd90khjkl5sjhs4xvzr7,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A3rn5+jyN/Wu0jtqJ+FqBJEXpATIeFJJJvEE0l8oSopd'}",2392471,1
98,/cosmos.auth.v1beta1.BaseAccount,terra1ll8u7wfszy3x0rasj8xxahwa78g3tna9v7pyux,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A1Aqwzh1fhUqxGN17xiZzJKJZfKVlfV3nHvarXdjIibA'}",780164,7
99,/cosmos.auth.v1beta1.BaseAccount,terra1ll8a5pjr945kem2zehxd3awu79q5k5sqlekhep,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A7YOgu92C+GyYcABdWYgyHWT4A7ce2mfZ+w8wpP5jXc+'}",808255,1
100,/cosmos.auth.v1beta1.BaseAccount,terra1ll87r69cx8kvqt0syvfl9cwr6mzsxelshqm7a7,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'Aw8lk5/RtQGVHVpyxKOEfDLwXBJHM0iPaulVGg58rrEw'}",2083763,74
101,/cosmos.auth.v1beta1.BaseAccount,terra1ll87sjjlgyrn0tnx9lj7rzky8mqrvd65l48qdq,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A6pAkFGumhoW6NZ5ezTwejLyg91mg3oBjrdsuYtdL3gE'}",780165,9
102,/cosmos.auth.v1beta1.BaseAccount,terra1ll8ldw5h654kyed8a3tfphmtvu02tav87jpjap,,780166,0
103,/cosmos.auth.v1beta1.BaseAccount,terra1ll8lcu7tqfts4x2tyy0wax8t5az78k9vqfhc5e,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AhGXBANxhMvZNlzcdYcQb5Ey3C4prul6TgqhSsDJRCGF'}",1630920,29
104,/cosmos.auth.v1beta1.BaseAccount,terra1ll8lanul22ragfky57gnaraw2yh86dk87sl0sw,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A+aqQ5tybscdZ0kBFeIGyuMUt1Gy/oFxepNFmcb2SzZ0'}",2207014,2
105,/cosmos.auth.v1beta1.BaseAccount,terra1llgqwppp9mtj044agusvrarrp92qa48gnex45a,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A2Vj+LKhNtFtK99mZS/ZvHIi1cHDjWVr6BLNrKF4wrCq'}",2336057,2
106,/cosmos.auth.v1beta1.BaseAccount,terra1llgqhgw56dm6g9z8dcgpuvn0qtmc7pgv28kwzx,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AzJYRiz+g5sfqVff7o/g+FW66MguGSFHdrbZm6Lq7yN2'}",2829769,4
107,/cosmos.auth.v1beta1.BaseAccount,terra1llgqmtr7fta7qkcj5rtrapv36rynzsdzaufhx8,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A73s8tMtppTgp0xROjsnsv694+8puGDCkbwrHPZa8Q3U'}",1607927,11
108,/cosmos.auth.v1beta1.BaseAccount,terra1llgpyhsylejap999elcvhlkg8t02k7qt3g05e2,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AsdVkKF53PTT/DBIZc7NV0qRe5KDwCkTbkfiiSWwGVlT'}",2764193,26
109,/cosmos.auth.v1beta1.BaseAccount,terra1llgp7mrphjp0q660qvz290kf2un478lxhcphcu,,1922840,0
110,/cosmos.auth.v1beta1.BaseAccount,terra1llgzrewkrhy3pvpl6769emzfl6pcdw9fpghwlg,,1379042,0
111,/cosmos.auth.v1beta1.BaseAccount,terra1llgzdq508rn02axl7wvh8n3gl59na32288u73s,,897966,0
112,/cosmos.auth.v1beta1.BaseAccount,terra1llgz3gqvr4m6zvsc65272asnvfuw5qygzfa8tk,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'A6gcymVb9BYe8i7Fp82VupdYA71+YOyqkSnGnqiE12ts'}",1295208,1
113,/cosmos.auth.v1beta1.BaseAccount,terra1llgzhzms4nfy3afpsw2rs8dn9sp67vfmnjtggw,"{'@type': '/cosmos.crypto.secp256k1.PubKey', 'key': 'AguJEtklQquwLZ5MKSnwwgYeY3Umd9kIiysvPVAHsyi1'}",2585585,6
